ID,T_C,P_MPa,phases,dNNO,SiO2,TiO2,Al2O3,Fe2O3,Cr2O3,FeO,MnO,MgO,NiO,CoO,CaO,Na2O,K2O,P2O5,H2O,CO2,Total
1173,1060,400,Liq;Fsp;Ol;Cpx;Opx;Hbl;SplS;Rhom;Ap;Qz;Bt;Grt;H2O,0,59,0.932914623,17.70942085,0,0,6.599412576,0.128445447,3.09594366,0,0,7.53027293,2.92980816,1.210310547,0.130203142,1,0,100
1174,1050,400,Liq;Fsp;Ol;Cpx;Opx;Hbl;SplS;Rhom;Ap;Qz;Bt;Grt;H2O,0,59,0.932914623,17.70942085,0,0,6.599412576,0.128445447,3.09594366,0,0,7.53027293,2.92980816,1.210310547,0.130203142,1,0,100
1175,1040,400,Liq;Fsp;Ol;Cpx;Opx;Hbl;SplS;Rhom;Ap;Qz;Bt;Grt;H2O,0,59,0.932914623,17.70942085,0,0,6.599412576,0.128445447,3.09594366,0,0,7.53027293,2.92980816,1.210310547,0.130203142,1,0,100
1176,1030,400,Liq;Fsp;Ol;Cpx;Opx;Hbl;SplS;Rhom;Ap;Qz;Bt;Grt;H2O,0,59,0.932914623,17.70942085,0,0,6.599412576,0.128445447,3.09594366,0,0,7.53027293,2.92980816,1.210310547,0.130203142,1,0,100
1177,1020,400,Liq;Fsp;Ol;Cpx;Opx;Hbl;SplS;Rhom;Ap;Qz;Bt;Grt;H2O,0,59,0.932914623,17.70942085,0,0,6.599412576,0.128445447,3.09594366,0,0,7.53027293,2.92980816,1.210310547,0.130203142,1,0,100
1178,1010,400,Liq;Fsp;Ol;Cpx;Opx;Hbl;SplS;Rhom;Ap;Qz;Bt;Grt;H2O,0,59,0.932914623,17.70942085,0,0,6.599412576,0.128445447,3.09594366,0,0,7.53027293,2.92980816,1.210310547,0.130203142,1,0,100
1179,1000,400,Liq;Fsp;Ol;Cpx;Opx;Hbl;SplS;Rhom;Ap;Qz;Bt;Grt;H2O,0,59,0.932914623,17.70942085,0,0,6.599412576,0.128445447,3.09594366,0,0,7.53027293,2.92980816,1.210310547,0.130203142,1,0,100
1180,990,400,Liq;Fsp;Ol;Cpx;Opx;Hbl;SplS;Rhom;Ap;Qz;Bt;Grt;H2O,0,59,0.932914623,17.70942085,0,0,6.599412576,0.128445447,3.09594366,0,0,7.53027293,2.92980816,1.210310547,0.130203142,1,0,100
1181,980,400,Liq;Fsp;Ol;Cpx;Opx;Hbl;SplS;Rhom;Ap;Qz;Bt;Grt;H2O,0,59,0.932914623,17.70942085,0,0,6.599412576,0.128445447,3.09594366,0,0,7.53027293,2.92980816,1.210310547,0.130203142,1,0,100
1182,970,400,Liq;Fsp;Ol;Cpx;Opx;Hbl;SplS;Rhom;Ap;Qz;Bt;Grt;H2O,0,59,0.932914623,17.70942085,0,0,6.599412576,0.128445447,3.09594366,0,0,7.53027293,2.92980816,1.210310547,0.130203142,1,0,100
1183,960,400,Liq;Fsp;Ol;Cpx;Opx;Hbl;SplS;Rhom;Ap;Qz;Bt;Grt;H2O,0,59,0.932914623,17.70942085,0,0,6.599412576,0.128445447,3.09594366,0,0,7.53027293,2.92980816,1.210310547,0.130203142,1,0,100
1184,950,400,Liq;Fsp;Ol;Cpx;Opx;Hbl;SplS;Rhom;Ap;Qz;Bt;Grt;H2O,0,59,0.932914623,17.70942085,0,0,6.599412576,0.128445447,3.09594366,0,0,7.53027293,2.92980816,1.210310547,0.130203142,1,0,100
1185,940,400,Liq;Fsp;Ol;Cpx;Opx;Hbl;SplS;Rhom;Ap;Qz;Bt;Grt;H2O,0,59,0.932914623,17.70942085,0,0,6.599412576,0.128445447,3.09594366,0,0,7.53027293,2.92980816,1.210310547,0.130203142,1,0,100
1186,930,400,Liq;Fsp;Ol;Cpx;Opx;Hbl;SplS;Rhom;Ap;Qz;Bt;Grt;H2O,0,59,0.932914623,17.70942085,0,0,6.599412576,0.128445447,3.09594366,0,0,7.53027293,2.92980816,1.210310547,0.130203142,1,0,100
1187,920,400,Liq;Fsp;Ol;Cpx;Opx;Hbl;SplS;Rhom;Ap;Qz;Bt;Grt;H2O,0,59,0.932914623,17.70942085,0,0,6.599412576,0.128445447,3.09594366,0,0,7.53027293,2.92980816,1.210310547,0.130203142,1,0,100
1188,910,400,Liq;Fsp;Ol;Cpx;Opx;Hbl;SplS;Rhom;Ap;Qz;Bt;Grt;H2O,0,59,0.932914623,17.70942085,0,0,6.599412576,0.128445447,3.09594366,0,0,7.53027293,2.92980816,1.210310547,0.130203142,1,0,100
1189,900,400,Liq;Fsp;Ol;Cpx;Opx;Hbl;SplS;Rhom;Ap;Qz;Bt;Grt;H2O,0,59,0.932914623,17.70942085,0,0,6.599412576,0.128445447,3.09594366,0,0,7.53027293,2.92980816,1.210310547,0.130203142,1,0,100
1190,890,400,Liq;Fsp;Ol;Cpx;Opx;Hbl;SplS;Rhom;Ap;Qz;Bt;Grt;H2O,0,59,0.932914623,17.70942085,0,0,6.599412576,0.128445447,3.09594366,0,0,7.53027293,2.92980816,1.210310547,0.130203142,1,0,100
1191,880,400,Liq;Fsp;Ol;Cpx;Opx;Hbl;SplS;Rhom;Ap;Qz;Bt;Grt;H2O,0,59,0.932914623,17.70942085,0,0,6.599412576,0.128445447,3.09594366,0,0,7.53027293,2.92980816,1.210310547,0.130203142,1,0,100
1192,870,400,Liq;Fsp;Ol;Cpx;Opx;Hbl;SplS;Rhom;Ap;Qz;Bt;Grt;H2O,0,59,0.932914623,17.70942085,0,0,6.599412576,0.128445447,3.09594366,0,0,7.53027293,2.92980816,1.210310547,0.130203142,1,0,100
1193,860,400,Liq;Fsp;Ol;Cpx;Opx;Hbl;SplS;Rhom;Ap;Qz;Bt;Grt;H2O,0,59,0.932914623,17.70942085,0,0,6.599412576,0.128445447,3.09594366,0,0,7.53027293,2.92980816,1.210310547,0.130203142,1,0,100
1194,850,400,Liq;Fsp;Ol;Cpx;Opx;Hbl;SplS;Rhom;Ap;Qz;Bt;Grt;H2O,0,59,0.932914623,17.70942085,0,0,6.599412576,0.128445447,3.09594366,0,0,7.53027293,2.92980816,1.210310547,0.130203142,1,0,100
1195,840,400,Liq;Fsp;Ol;Cpx;Opx;Hbl;SplS;Rhom;Ap;Qz;Bt;Grt;H2O,0,59,0.932914623,17.70942085,0,0,6.599412576,0.128445447,3.09594366,0,0,7.53027293,2.92980816,1.210310547,0.130203142,1,0,100
1196,830,400,Liq;Fsp;Ol;Cpx;Opx;Hbl;SplS;Rhom;Ap;Qz;Bt;Grt;H2O,0,59,0.932914623,17.70942085,0,0,6.599412576,0.128445447,3.09594366,0,0,7.53027293,2.92980816,1.210310547,0.130203142,1,0,100
1197,820,400,Liq;Fsp;Ol;Cpx;Opx;Hbl;SplS;Rhom;Ap;Qz;Bt;Grt;H2O,0,59,0.932914623,17.70942085,0,0,6.599412576,0.128445447,3.09594366,0,0,7.53027293,2.92980816,1.210310547,0.130203142,1,0,100
1198,810,400,Liq;Fsp;Ol;Cpx;Opx;Hbl;SplS;Rhom;Ap;Qz;Bt;Grt;H2O,0,59,0.932914623,17.70942085,0,0,6.599412576,0.128445447,3.09594366,0,0,7.53027293,2.92980816,1.210310547,0.130203142,1,0,100
1199,800,400,Liq;Fsp;Ol;Cpx;Opx;Hbl;SplS;Rhom;Ap;Qz;Bt;Grt;H2O,0,59,0.932914623,17.70942085,0,0,6.599412576,0.128445447,3.09594366,0,0,7.53027293,2.92980816,1.210310547,0.130203142,1,0,100
1200,790,400,Liq;Fsp;Ol;Cpx;Opx;Hbl;SplS;Rhom;Ap;Qz;Bt;Grt;H2O,0,59,0.932914623,17.70942085,0,0,6.599412576,0.128445447,3.09594366,0,0,7.53027293,2.92980816,1.210310547,0.130203142,1,0,100
1201,780,400,Liq;Fsp;Ol;Cpx;Opx;Hbl;SplS;Rhom;Ap;Qz;Bt;Grt;H2O,0,59,0.932914623,17.70942085,0,0,6.599412576,0.128445447,3.09594366,0,0,7.53027293,2.92980816,1.210310547,0.130203142,1,0,100
1202,770,400,Liq;Fsp;Ol;Cpx;Opx;Hbl;SplS;Rhom;Ap;Qz;Bt;Grt;H2O,0,59,0.932914623,17.70942085,0,0,6.599412576,0.128445447,3.09594366,0,0,7.53027293,2.92980816,1.210310547,0.130203142,1,0,100
1203,760,400,Liq;Fsp;Ol;Cpx;Opx;Hbl;SplS;Rhom;Ap;Qz;Bt;Grt;H2O,0,59,0.932914623,17.70942085,0,0,6.599412576,0.128445447,3.09594366,0,0,7.53027293,2.92980816,1.210310547,0.130203142,1,0,100
1204,750,400,Liq;Fsp;Ol;Cpx;Opx;Hbl;SplS;Rhom;Ap;Qz;Bt;Grt;H2O,0,59,0.932914623,17.70942085,0,0,6.599412576,0.128445447,3.09594366,0,0,7.53027293,2.92980816,1.210310547,0.130203142,1,0,100
1205,740,400,Liq;Fsp;Ol;Cpx;Opx;Hbl;SplS;Rhom;Ap;Qz;Bt;Grt;H2O,0,59,0.932914623,17.70942085,0,0,6.599412576,0.128445447,3.09594366,0,0,7.53027293,2.92980816,1.210310547,0.130203142,1,0,100
1206,730,400,Liq;Fsp;Ol;Cpx;Opx;Hbl;SplS;Rhom;Ap;Qz;Bt;Grt;H2O,0,59,0.932914623,17.70942085,0,0,6.599412576,0.128445447,3.09594366,0,0,7.53027293,2.92980816,1.210310547,0.130203142,1,0,100
1207,720,400,Liq;Fsp;Ol;Cpx;Opx;Hbl;SplS;Rhom;Ap;Qz;Bt;Grt;H2O,0,59,0.932914623,17.70942085,0,0,6.599412576,0.128445447,3.09594366,0,0,7.53027293,2.92980816,1.210310547,0.130203142,1,0,100
1208,710,400,Liq;Fsp;Ol;Cpx;Opx;Hbl;SplS;Rhom;Ap;Qz;Bt;Grt;H2O,0,59,0.932914623,17.70942085,0,0,6.599412576,0.128445447,3.09594366,0,0,7.53027293,2.92980816,1.210310547,0.130203142,1,0,100
1209,700,400,Liq;Fsp;Ol;Cpx;Opx;Hbl;SplS;Rhom;Ap;Qz;Bt;Grt;H2O,0,59,0.932914623,17.70942085,0,0,6.599412576,0.128445447,3.09594366,0,0,7.53027293,2.92980816,1.210310547,0.130203142,1,0,100
1210,690,400,Liq;Fsp;Ol;Cpx;Opx;Hbl;SplS;Rhom;Ap;Qz;Bt;Grt;H2O,0,59,0.932914623,17.70942085,0,0,6.599412576,0.128445447,3.09594366,0,0,7.53027293,2.92980816,1.210310547,0.130203142,1,0,100
1211,680,400,Liq;Fsp;Ol;Cpx;Opx;Hbl;SplS;Rhom;Ap;Qz;Bt;Grt;H2O,0,59,0.932914623,17.70942085,0,0,6.599412576,0.128445447,3.09594366,0,0,7.53027293,2.92980816,1.210310547,0.130203142,1,0,100
1212,670,400,Liq;Fsp;Ol;Cpx;Opx;Hbl;SplS;Rhom;Ap;Qz;Bt;Grt;H2O,0,59,0.932914623,17.70942085,0,0,6.599412576,0.128445447,3.09594366,0,0,7.53027293,2.92980816,1.210310547,0.130203142,1,0,100
1213,660,400,Liq;Fsp;Ol;Cpx;Opx;Hbl;SplS;Rhom;Ap;Qz;Bt;Grt;H2O,0,59,0.932914623,17.70942085,0,0,6.599412576,0.128445447,3.09594366,0,0,7.53027293,2.92980816,1.210310547,0.130203142,1,0,100
1214,650,400,Liq;Fsp;Ol;Cpx;Opx;Hbl;SplS;Rhom;Ap;Qz;Bt;Grt;H2O,0,59,0.932914623,17.70942085,0,0,6.599412576,0.128445447,3.09594366,0,0,7.53027293,2.92980816,1.210310547,0.130203142,1,0,100
1215,640,400,Liq;Fsp;Ol;Cpx;Opx;Hbl;SplS;Rhom;Ap;Qz;Bt;Grt;H2O,0,59,0.932914623,17.70942085,0,0,6.599412576,0.128445447,3.09594366,0,0,7.53027293,2.92980816,1.210310547,0.130203142,1,0,100
1216,630,400,Liq;Fsp;Ol;Cpx;Opx;Hbl;SplS;Rhom;Ap;Qz;Bt;Grt;H2O,0,59,0.932914623,17.70942085,0,0,6.599412576,0.128445447,3.09594366,0,0,7.53027293,2.92980816,1.210310547,0.130203142,1,0,100
1217,620,400,Liq;Fsp;Ol;Cpx;Opx;Hbl;SplS;Rhom;Ap;Qz;Bt;Grt;H2O,0,59,0.932914623,17.70942085,0,0,6.599412576,0.128445447,3.09594366,0,0,7.53027293,2.92980816,1.210310547,0.130203142,1,0,100
1218,610,400,Liq;Fsp;Ol;Cpx;Opx;Hbl;SplS;Rhom;Ap;Qz;Bt;Grt;H2O,0,59,0.932914623,17.70942085,0,0,6.599412576,0.128445447,3.09594366,0,0,7.53027293,2.92980816,1.210310547,0.130203142,1,0,100
1219,600,400,Liq;Fsp;Ol;Cpx;Opx;Hbl;SplS;Rhom;Ap;Qz;Bt;Grt;H2O,0,59,0.932914623,17.70942085,0,0,6.599412576,0.128445447,3.09594366,0,0,7.53027293,2.92980816,1.210310547,0.130203142,1,0,100
1220,1200,450,Liq;Fsp;Ol;Cpx;Opx;Hbl;SplS;Rhom;Ap;Qz;Bt;Grt;H2O,0,59,0.932914623,17.70942085,0,0,6.599412576,0.128445447,3.09594366,0,0,7.53027293,2.92980816,1.210310547,0.130203142,1,0,100
1221,1190,450,Liq;Fsp;Ol;Cpx;Opx;Hbl;SplS;Rhom;Ap;Qz;Bt;Grt;H2O,0,59,0.932914623,17.70942085,0,0,6.599412576,0.128445447,3.09594366,0,0,7.53027293,2.92980816,1.210310547,0.130203142,1,0,100
1222,1180,450,Liq;Fsp;Ol;Cpx;Opx;Hbl;SplS;Rhom;Ap;Qz;Bt;Grt;H2O,0,59,0.932914623,17.70942085,0,0,6.599412576,0.128445447,3.09594366,0,0,7.53027293,2.92980816,1.210310547,0.130203142,1,0,100
1223,1170,450,Liq;Fsp;Ol;Cpx;Opx;Hbl;SplS;Rhom;Ap;Qz;Bt;Grt;H2O,0,59,0.932914623,17.70942085,0,0,6.599412576,0.128445447,3.09594366,0,0,7.53027293,2.92980816,1.210310547,0.130203142,1,0,100
1224,1160,450,Liq;Fsp;Ol;Cpx;Opx;Hbl;SplS;Rhom;Ap;Qz;Bt;Grt;H2O,0,59,0.932914623,17.70942085,0,0,6.599412576,0.128445447,3.09594366,0,0,7.53027293,2.92980816,1.210310547,0.130203142,1,0,100
1225,1150,450,Liq;Fsp;Ol;Cpx;Opx;Hbl;SplS;Rhom;Ap;Qz;Bt;Grt;H2O,0,59,0.932914623,17.70942085,0,0,6.599412576,0.128445447,3.09594366,0,0,7.53027293,2.92980816,1.210310547,0.130203142,1,0,100
1226,1140,450,Liq;Fsp;Ol;Cpx;Opx;Hbl;SplS;Rhom;Ap;Qz;Bt;Grt;H2O,0,59,0.932914623,17.70942085,0,0,6.599412576,0.128445447,3.09594366,0,0,7.53027293,2.92980816,1.210310547,0.130203142,1,0,100
1227,1130,450,Liq;Fsp;Ol;Cpx;Opx;Hbl;SplS;Rhom;Ap;Qz;Bt;Grt;H2O,0,59,0.932914623,17.70942085,0,0,6.599412576,0.128445447,3.09594366,0,0,7.53027293,2.92980816,1.210310547,0.130203142,1,0,100
1228,1120,450,Liq;Fsp;Ol;Cpx;Opx;Hbl;SplS;Rhom;Ap;Qz;Bt;Grt;H2O,0,59,0.932914623,17.70942085,0,0,6.599412576,0.128445447,3.09594366,0,0,7.53027293,2.92980816,1.210310547,0.130203142,1,0,100
1229,1110,450,Liq;Fsp;Ol;Cpx;Opx;Hbl;SplS;Rhom;Ap;Qz;Bt;Grt;H2O,0,59,0.932914623,17.70942085,0,0,6.599412576,0.128445447,3.09594366,0,0,7.53027293,2.92980816,1.210310547,0.130203142,1,0,100
1230,1100,450,Liq;Fsp;Ol;Cpx;Opx;Hbl;SplS;Rhom;Ap;Qz;Bt;Grt;H2O,0,59,0.932914623,17.70942085,0,0,6.599412576,0.128445447,3.09594366,0,0,7.53027293,2.92980816,1.210310547,0.130203142,1,0,100
1231,1090,450,Liq;Fsp;Ol;Cpx;Opx;Hbl;SplS;Rhom;Ap;Qz;Bt;Grt;H2O,0,59,0.932914623,17.70942085,0,0,6.599412576,0.128445447,3.09594366,0,0,7.53027293,2.92980816,1.210310547,0.130203142,1,0,100
1232,1080,450,Liq;Fsp;Ol;Cpx;Opx;Hbl;SplS;Rhom;Ap;Qz;Bt;Grt;H2O,0,59,0.932914623,17.70942085,0,0,6.599412576,0.128445447,3.09594366,0,0,7.53027293,2.92980816,1.210310547,0.130203142,1,0,100
1233,1070,450,Liq;Fsp;Ol;Cpx;Opx;Hbl;SplS;Rhom;Ap;Qz;Bt;Grt;H2O,0,59,0.932914623,17.70942085,0,0,6.599412576,0.128445447,3.09594366,0,0,7.53027293,2.92980816,1.210310547,0.130203142,1,0,100
1234,1060,450,Liq;Fsp;Ol;Cpx;Opx;Hbl;SplS;Rhom;Ap;Qz;Bt;Grt;H2O,0,59,0.932914623,17.70942085,0,0,6.599412576,0.128445447,3.09594366,0,0,7.53027293,2.92980816,1.210310547,0.130203142,1,0,100
1235,1050,450,Liq;Fsp;Ol;Cpx;Opx;Hbl;SplS;Rhom;Ap;Qz;Bt;Grt;H2O,0,59,0.932914623,17.70942085,0,0,6.599412576,0.128445447,3.09594366,0,0,7.53027293,2.92980816,1.210310547,0.130203142,1,0,100
1236,1040,450,Liq;Fsp;Ol;Cpx;Opx;Hbl;SplS;Rhom;Ap;Qz;Bt;Grt;H2O,0,59,0.932914623,17.70942085,0,0,6.599412576,0.128445447,3.09594366,0,0,7.53027293,2.92980816,1.210310547,0.130203142,1,0,100
1237,1030,450,Liq;Fsp;Ol;Cpx;Opx;Hbl;SplS;Rhom;Ap;Qz;Bt;Grt;H2O,0,59,0.932914623,17.70942085,0,0,6.599412576,0.128445447,3.09594366,0,0,7.53027293,2.92980816,1.210310547,0.130203142,1,0,100
1238,1020,450,Liq;Fsp;Ol;Cpx;Opx;Hbl;SplS;Rhom;Ap;Qz;Bt;Grt;H2O,0,59,0.932914623,17.70942085,0,0,6.599412576,0.128445447,3.09594366,0,0,7.53027293,2.92980816,1.210310547,0.130203142,1,0,100
1239,1010,450,Liq;Fsp;Ol;Cpx;Opx;Hbl;SplS;Rhom;Ap;Qz;Bt;Grt;H2O,0,59,0.932914623,17.70942085,0,0,6.599412576,0.128445447,3.09594366,0,0,7.53027293,2.92980816,1.210310547,0.130203142,1,0,100
1240,1000,450,Liq;Fsp;Ol;Cpx;Opx;Hbl;SplS;Rhom;Ap;Qz;Bt;Grt;H2O,0,59,0.932914623,17.70942085,0,0,6.599412576,0.128445447,3.09594366,0,0,7.53027293,2.92980816,1.210310547,0.130203142,1,0,100
1241,990,450,Liq;Fsp;Ol;Cpx;Opx;Hbl;SplS;Rhom;Ap;Qz;Bt;Grt;H2O,0,59,0.932914623,17.70942085,0,0,6.599412576,0.128445447,3.09594366,0,0,7.53027293,2.92980816,1.210310547,0.130203142,1,0,100
1242,980,450,Liq;Fsp;Ol;Cpx;Opx;Hbl;SplS;Rhom;Ap;Qz;Bt;Grt;H2O,0,59,0.932914623,17.70942085,0,0,6.599412576,0.128445447,3.09594366,0,0,7.53027293,2.92980816,1.210310547,0.130203142,1,0,100
1243,970,450,Liq;Fsp;Ol;Cpx;Opx;Hbl;SplS;Rhom;Ap;Qz;Bt;Grt;H2O,0,59,0.932914623,17.70942085,0,0,6.599412576,0.128445447,3.09594366,0,0,7.53027293,2.92980816,1.210310547,0.130203142,1,0,100
1244,960,450,Liq;Fsp;Ol;Cpx;Opx;Hbl;SplS;Rhom;Ap;Qz;Bt;Grt;H2O,0,59,0.932914623,17.70942085,0,0,6.599412576,0.128445447,3.09594366,0,0,7.53027293,2.92980816,1.210310547,0.130203142,1,0,100
1245,950,450,Liq;Fsp;Ol;Cpx;Opx;Hbl;SplS;Rhom;Ap;Qz;Bt;Grt;H2O,0,59,0.932914623,17.70942085,0,0,6.599412576,0.128445447,3.09594366,0,0,7.53027293,2.92980816,1.210310547,0.130203142,1,0,100
1246,940,450,Liq;Fsp;Ol;Cpx;Opx;Hbl;SplS;Rhom;Ap;Qz;Bt;Grt;H2O,0,59,0.932914623,17.70942085,0,0,6.599412576,0.128445447,3.09594366,0,0,7.53027293,2.92980816,1.210310547,0.130203142,1,0,100
1247,930,450,Liq;Fsp;Ol;Cpx;Opx;Hbl;SplS;Rhom;Ap;Qz;Bt;Grt;H2O,0,59,0.932914623,17.70942085,0,0,6.599412576,0.128445447,3.09594366,0,0,7.53027293,2.92980816,1.210310547,0.130203142,1,0,100
1248,920,450,Liq;Fsp;Ol;Cpx;Opx;Hbl;SplS;Rhom;Ap;Qz;Bt;Grt;H2O,0,59,0.932914623,17.70942085,0,0,6.599412576,0.128445447,3.09594366,0,0,7.53027293,2.92980816,1.210310547,0.130203142,1,0,100
1249,910,450,Liq;Fsp;Ol;Cpx;Opx;Hbl;SplS;Rhom;Ap;Qz;Bt;Grt;H2O,0,59,0.932914623,17.70942085,0,0,6.599412576,0.128445447,3.09594366,0,0,7.53027293,2.92980816,1.210310547,0.130203142,1,0,100
1250,900,450,Liq;Fsp;Ol;Cpx;Opx;Hbl;SplS;Rhom;Ap;Qz;Bt;Grt;H2O,0,59,0.932914623,17.70942085,0,0,6.599412576,0.128445447,3.09594366,0,0,7.53027293,2.92980816,1.210310547,0.130203142,1,0,100
1251,890,450,Liq;Fsp;Ol;Cpx;Opx;Hbl;SplS;Rhom;Ap;Qz;Bt;Grt;H2O,0,59,0.932914623,17.70942085,0,0,6.599412576,0.128445447,3.09594366,0,0,7.53027293,2.92980816,1.210310547,0.130203142,1,0,100
1252,880,450,Liq;Fsp;Ol;Cpx;Opx;Hbl;SplS;Rhom;Ap;Qz;Bt;Grt;H2O,0,59,0.932914623,17.70942085,0,0,6.599412576,0.128445447,3.09594366,0,0,7.53027293,2.92980816,1.210310547,0.130203142,1,0,100
1253,870,450,Liq;Fsp;Ol;Cpx;Opx;Hbl;SplS;Rhom;Ap;Qz;Bt;Grt;H2O,0,59,0.932914623,17.70942085,0,0,6.599412576,0.128445447,3.09594366,0,0,7.53027293,2.92980816,1.210310547,0.130203142,1,0,100
1254,860,450,Liq;Fsp;Ol;Cpx;Opx;Hbl;SplS;Rhom;Ap;Qz;Bt;Grt;H2O,0,59,0.932914623,17.70942085,0,0,6.599412576,0.128445447,3.09594366,0,0,7.53027293,2.92980816,1.210310547,0.130203142,1,0,100
1255,850,450,Liq;Fsp;Ol;Cpx;Opx;Hbl;SplS;Rhom;Ap;Qz;Bt;Grt;H2O,0,59,0.932914623,17.70942085,0,0,6.599412576,0.128445447,3.09594366,0,0,7.53027293,2.92980816,1.210310547,0.130203142,1,0,100
1256,840,450,Liq;Fsp;Ol;Cpx;Opx;Hbl;SplS;Rhom;Ap;Qz;Bt;Grt;H2O,0,59,0.932914623,17.70942085,0,0,6.599412576,0.128445447,3.09594366,0,0,7.53027293,2.92980816,1.210310547,0.130203142,1,0,100
1257,830,450,Liq;Fsp;Ol;Cpx;Opx;Hbl;SplS;Rhom;Ap;Qz;Bt;Grt;H2O,0,59,0.932914623,17.70942085,0,0,6.599412576,0.128445447,3.09594366,0,0,7.53027293,2.92980816,1.210310547,0.130203142,1,0,100
1258,820,450,Liq;Fsp;Ol;Cpx;Opx;Hbl;SplS;Rhom;Ap;Qz;Bt;Grt;H2O,0,59,0.932914623,17.70942085,0,0,6.599412576,0.128445447,3.09594366,0,0,7.53027293,2.92980816,1.210310547,0.130203142,1,0,100
1259,810,450,Liq;Fsp;Ol;Cpx;Opx;Hbl;SplS;Rhom;Ap;Qz;Bt;Grt;H2O,0,59,0.932914623,17.70942085,0,0,6.599412576,0.128445447,3.09594366,0,0,7.53027293,2.92980816,1.210310547,0.130203142,1,0,100
1260,800,450,Liq;Fsp;Ol;Cpx;Opx;Hbl;SplS;Rhom;Ap;Qz;Bt;Grt;H2O,0,59,0.932914623,17.70942085,0,0,6.599412576,0.128445447,3.09594366,0,0,7.53027293,2.92980816,1.210310547,0.130203142,1,0,100
1261,790,450,Liq;Fsp;Ol;Cpx;Opx;Hbl;SplS;Rhom;Ap;Qz;Bt;Grt;H2O,0,59,0.932914623,17.70942085,0,0,6.599412576,0.128445447,3.09594366,0,0,7.53027293,2.92980816,1.210310547,0.130203142,1,0,100
1262,780,450,Liq;Fsp;Ol;Cpx;Opx;Hbl;SplS;Rhom;Ap;Qz;Bt;Grt;H2O,0,59,0.932914623,17.70942085,0,0,6.599412576,0.128445447,3.09594366,0,0,7.53027293,2.92980816,1.210310547,0.130203142,1,0,100
1263,770,450,Liq;Fsp;Ol;Cpx;Opx;Hbl;SplS;Rhom;Ap;Qz;Bt;Grt;H2O,0,59,0.932914623,17.70942085,0,0,6.599412576,0.128445447,3.09594366,0,0,7.53027293,2.92980816,1.210310547,0.130203142,1,0,100
1264,760,450,Liq;Fsp;Ol;Cpx;Opx;Hbl;SplS;Rhom;Ap;Qz;Bt;Grt;H2O,0,59,0.932914623,17.70942085,0,0,6.599412576,0.128445447,3.09594366,0,0,7.53027293,2.92980816,1.210310547,0.130203142,1,0,100
1265,750,450,Liq;Fsp;Ol;Cpx;Opx;Hbl;SplS;Rhom;Ap;Qz;Bt;Grt;H2O,0,59,0.932914623,17.70942085,0,0,6.599412576,0.128445447,3.09594366,0,0,7.53027293,2.92980816,1.210310547,0.130203142,1,0,100
1266,740,450,Liq;Fsp;Ol;Cpx;Opx;Hbl;SplS;Rhom;Ap;Qz;Bt;Grt;H2O,0,59,0.932914623,17.70942085,0,0,6.599412576,0.128445447,3.09594366,0,0,7.53027293,2.92980816,1.210310547,0.130203142,1,0,100
1267,730,450,Liq;Fsp;Ol;Cpx;Opx;Hbl;SplS;Rhom;Ap;Qz;Bt;Grt;H2O,0,59,0.932914623,17.70942085,0,0,6.599412576,0.128445447,3.09594366,0,0,7.53027293,2.92980816,1.210310547,0.130203142,1,0,100
1268,720,450,Liq;Fsp;Ol;Cpx;Opx;Hbl;SplS;Rhom;Ap;Qz;Bt;Grt;H2O,0,59,0.932914623,17.70942085,0,0,6.599412576,0.128445447,3.09594366,0,0,7.53027293,2.92980816,1.210310547,0.130203142,1,0,100
1269,710,450,Liq;Fsp;Ol;Cpx;Opx;Hbl;SplS;Rhom;Ap;Qz;Bt;Grt;H2O,0,59,0.932914623,17.70942085,0,0,6.599412576,0.128445447,3.09594366,0,0,7.53027293,2.92980816,1.210310547,0.130203142,1,0,100
1270,700,450,Liq;Fsp;Ol;Cpx;Opx;Hbl;SplS;Rhom;Ap;Qz;Bt;Grt;H2O,0,59,0.932914623,17.70942085,0,0,6.599412576,0.128445447,3.09594366,0,0,7.53027293,2.92980816,1.210310547,0.130203142,1,0,100
1271,690,450,Liq;Fsp;Ol;Cpx;Opx;Hbl;SplS;Rhom;Ap;Qz;Bt;Grt;H2O,0,59,0.932914623,17.70942085,0,0,6.599412576,0.128445447,3.09594366,0,0,7.53027293,2.92980816,1.210310547,0.130203142,1,0,100
1272,680,450,Liq;Fsp;Ol;Cpx;Opx;Hbl;SplS;Rhom;Ap;Qz;Bt;Grt;H2O,0,59,0.932914623,17.70942085,0,0,6.599412576,0.128445447,3.09594366,0,0,7.53027293,2.92980816,1.210310547,0.130203142,1,0,100
1273,670,450,Liq;Fsp;Ol;Cpx;Opx;Hbl;SplS;Rhom;Ap;Qz;Bt;Grt;H2O,0,59,0.932914623,17.70942085,0,0,6.599412576,0.128445447,3.09594366,0,0,7.53027293,2.92980816,1.210310547,0.130203142,1,0,100
1274,660,450,Liq;Fsp;Ol;Cpx;Opx;Hbl;SplS;Rhom;Ap;Qz;Bt;Grt;H2O,0,59,0.932914623,17.70942085,0,0,6.599412576,0.128445447,3.09594366,0,0,7.53027293,2.92980816,1.210310547,0.130203142,1,0,100
