T_C,P_MPa,H2O
980,200,4.0
970,200,4.0
960,200,4.0
950,200,4.0
940,200,4.0
930,200,4.0
920,200,4.0
910,200,4.0
900,200,4.0
890,200,4.0
880,200,4.0
870,200,4.0
860,200,4.0
850,200,4.0
840,200,4.0
830,200,4.0
820,200,4.0
810,200,4.0
800,200,4.0
790,200,4.0
780,200,4.0
770,200,4.0
760,200,4.0
750,200,4.0
740,200,4.0
730,200,4.0
720,200,4.0
710,200,4.0
700,200,4.0
690,200,4.0
680,200,4.0
670,200,4.0
660,200,4.0
650,200,4.0
640,200,4.0
630,200,4.0
620,200,4.0
610,200,4.0
600,200,4.0
1200,250,4.0
1190,250,4.0
1180,250,4.0
1170,250,4.0
1160,250,4.0
1150,250,4.0
1140,250,4.0
1130,250,4.0
1120,250,4.0
1110,250,4.0
1100,250,4.0
1090,250,4.0
1080,250,4.0
1070,250,4.0
1060,250,4.0
1050,250,4.0
1040,250,4.0
1030,250,4.0
1020,250,4.0
1010,250,4.0
1000,250,4.0
990,250,4.0
980,250,4.0
970,250,4.0
960,250,4.0
950,250,4.0
940,250,4.0
930,250,4.0
920,250,4.0
910,250,4.0
900,250,4.0
890,250,4.0
880,250,4.0
870,250,4.0
860,250,4.0
850,250,4.0
840,250,4.0
830,250,4.0
820,250,4.0
810,250,4.0
800,250,4.0
790,250,4.0
780,250,4.0
770,250,4.0
760,250,4.0
750,250,4.0
740,250,4.0
730,250,4.0
720,250,4.0
710,250,4.0
700,250,4.0
690,250,4.0
680,250,4.0
670,250,4.0
660,250,4.0
650,250,4.0
640,250,4.0
630,250,4.0
620,250,4.0
610,250,4.0
600,250,4.0
1200,300,4.0
1190,300,4.0
1180,300,4.0
1170,300,4.0
1160,300,4.0
1150,300,4.0
1140,300,4.0
1130,300,4.0
1120,300,4.0
1110,300,4.0
1100,300,4.0
1090,300,4.0
1080,300,4.0
1070,300,4.0
1060,300,4.0
1050,300,4.0
1040,300,4.0
1030,300,4.0
1020,300,4.0
1010,300,4.0
1000,300,4.0
990,300,4.0
980,300,4.0
970,300,4.0
960,300,4.0
950,300,4.0
940,300,4.0
930,300,4.0
920,300,4.0
910,300,4.0
900,300,4.0
890,300,4.0
880,300,4.0
870,300,4.0
860,300,4.0
850,300,4.0
840,300,4.0
830,300,4.0
820,300,4.0
810,300,4.0
800,300,4.0
790,300,4.0
780,300,4.0
770,300,4.0
760,300,4.0
750,300,4.0
740,300,4.0
730,300,4.0
720,300,4.0
710,300,4.0
700,300,4.0
690,300,4.0
680,300,4.0
670,300,4.0
660,300,4.0
650,300,4.0
640,300,4.0
630,300,4.0
620,300,4.0
610,300,4.0
600,300,4.0
1200,350,4.0
1190,350,4.0
1180,350,4.0
1170,350,4.0
1160,350,4.0
1150,350,4.0
1140,350,4.0
1130,350,4.0
1120,350,4.0
1110,350,4.0
1100,350,4.0
1090,350,4.0
1080,350,4.0
1070,350,4.0
1060,350,4.0
1050,350,4.0
1040,350,4.0
1030,350,4.0
1020,350,4.0
1010,350,4.0
1000,350,4.0
990,350,4.0
980,350,4.0
970,350,4.0
960,350,4.0
950,350,4.0
940,350,4.0
930,350,4.0
920,350,4.0
910,350,4.0
900,350,4.0
890,350,4.0
880,350,4.0
870,350,4.0
860,350,4.0
850,350,4.0
840,350,4.0
830,350,4.0
820,350,4.0
810,350,4.0
800,350,4.0
790,350,4.0
780,350,4.0
770,350,4.0
760,350,4.0
750,350,4.0
740,350,4.0
730,350,4.0
720,350,4.0
710,350,4.0
700,350,4.0
690,350,4.0
680,350,4.0
670,350,4.0
660,350,4.0
650,350,4.0
640,350,4.0
630,350,4.0
620,350,4.0
610,350,4.0
600,350,4.0
1200,400,4.0
1190,400,4.0
1180,400,4.0
1170,400,4.0
1160,400,4.0
1150,400,4.0
1140,400,4.0
1130,400,4.0
1120,400,4.0
1110,400,4.0
1100,400,4.0
1090,400,4.0
1080,400,4.0
1070,400,4.0
1060,400,4.0
1050,400,4.0
1040,400,4.0
1030,400,4.0
1020,400,4.0
1010,400,4.0
1000,400,4.0
990,400,4.0
980,400,4.0
970,400,4.0
960,400,4.0
950,400,4.0
940,400,4.0
930,400,4.0
920,400,4.0
910,400,4.0
900,400,4.0
890,400,4.0
880,400,4.0
870,400,4.0
860,400,4.0
850,400,4.0
840,400,4.0
830,400,4.0
820,400,4.0
810,400,4.0
800,400,4.0
790,400,4.0
780,400,4.0
770,400,4.0
760,400,4.0
750,400,4.0
740,400,4.0
730,400,4.0
720,400,4.0
710,400,4.0
700,400,4.0
690,400,4.0
680,400,4.0
670,400,4.0
660,400,4.0
650,400,4.0
640,400,4.0
630,400,4.0
620,400,4.0
610,400,4.0
600,400,4.0
1200,450,4.0
1190,450,4.0
1180,450,4.0
1170,450,4.0
1160,450,4.0
1150,450,4.0
1140,450,4.0
1130,450,4.0
1120,450,4.0
1110,450,4.0
1100,450,4.0
1090,450,4.0
1080,450,4.0
1070,450,4.0
1060,450,4.0
1050,450,4.0
1040,450,4.0
1030,450,4.0
1020,450,4.0
1010,450,4.0
1000,450,4.0
990,450,4.0
980,450,4.0
970,450,4.0
960,450,4.0
950,450,4.0
940,450,4.0
930,450,4.0
920,450,4.0
910,450,4.0
900,450,4.0
890,450,4.0
880,450,4.0
870,450,4.0
860,450,4.0
850,450,4.0
840,450,4.0
830,450,4.0
820,450,4.0
810,450,4.0
800,450,4.0
790,450,4.0
780,450,4.0
770,450,4.0
760,450,4.0
750,450,4.0
740,450,4.0
730,450,4.0
720,450,4.0
710,450,4.0
700,450,4.0
690,450,4.0
680,450,4.0
670,450,4.0
660,450,4.0
650,450,4.0
640,450,4.0
630,450,4.0
620,450,4.0
610,450,4.0
600,450,4.0
1200,500,4.0
1190,500,4.0
1180,500,4.0
1170,500,4.0
1160,500,4.0
1150,500,4.0
1140,500,4.0
1130,500,4.0
1120,500,4.0
1110,500,4.0
1100,500,4.0
1090,500,4.0
1080,500,4.0
1070,500,4.0
1060,500,4.0
1050,500,4.0
1040,500,4.0
1030,500,4.0
1020,500,4.0
1010,500,4.0
1000,500,4.0
990,500,4.0
980,500,4.0
970,500,4.0
960,500,4.0
950,500,4.0
940,500,4.0
930,500,4.0
920,500,4.0
910,500,4.0
900,500,4.0
890,500,4.0
880,500,4.0
870,500,4.0
860,500,4.0
850,500,4.0
840,500,4.0
830,500,4.0
820,500,4.0
810,500,4.0
800,500,4.0
790,500,4.0
780,500,4.0
770,500,4.0
760,500,4.0
750,500,4.0
740,500,4.0
730,500,4.0
720,500,4.0
710,500,4.0
700,500,4.0
690,500,4.0
680,500,4.0
670,500,4.0
660,500,4.0
650,500,4.0
640,500,4.0
630,500,4.0
620,500,4.0
610,500,4.0
600,500,4.0
1200,550,4.0
1190,550,4.0
1180,550,4.0
1170,550,4.0
1160,550,4.0
1150,550,4.0
1140,550,4.0
1130,550,4.0
1120,550,4.0
1110,550,4.0
1100,550,4.0
1090,550,4.0
1080,550,4.0
1070,550,4.0
1060,550,4.0
1050,550,4.0
1040,550,4.0
1030,550,4.0
1020,550,4.0
1010,550,4.0
1000,550,4.0
990,550,4.0
980,550,4.0
970,550,4.0
960,550,4.0
950,550,4.0
940,550,4.0
930,550,4.0
920,550,4.0
910,550,4.0
900,550,4.0
890,550,4.0
880,550,4.0
870,550,4.0
860,550,4.0
850,550,4.0
840,550,4.0
830,550,4.0
820,550,4.0
810,550,4.0
800,550,4.0
790,550,4.0
780,550,4.0
770,550,4.0
760,550,4.0
750,550,4.0
740,550,4.0
730,550,4.0
720,550,4.0
710,550,4.0
700,550,4.0
690,550,4.0
680,550,4.0
670,550,4.0
660,550,4.0
650,550,4.0
640,550,4.0
630,550,4.0
620,550,4.0
610,550,4.0
600,550,4.0
1200,600,4.0
1190,600,4.0
1180,600,4.0
1170,600,4.0
1160,600,4.0
1150,600,4.0
1140,600,4.0
1130,600,4.0
1120,600,4.0
1110,600,4.0
1100,600,4.0
1090,600,4.0
1080,600,4.0
1070,600,4.0
1060,600,4.0
1050,600,4.0
1040,600,4.0
1030,600,4.0
1020,600,4.0
1010,600,4.0
1000,600,4.0
990,600,4.0
980,600,4.0
970,600,4.0
960,600,4.0
950,600,4.0
940,600,4.0
930,600,4.0
920,600,4.0
910,600,4.0
900,600,4.0
890,600,4.0
880,600,4.0
870,600,4.0
860,600,4.0
850,600,4.0
840,600,4.0
830,600,4.0
820,600,4.0
810,600,4.0
800,600,4.0
790,600,4.0
780,600,4.0
770,600,4.0
760,600,4.0
750,600,4.0
740,600,4.0
730,600,4.0
720,600,4.0
710,600,4.0
700,600,4.0
690,600,4.0
680,600,4.0
670,600,4.0
660,600,4.0
650,600,4.0
640,600,4.0
630,600,4.0
620,600,4.0
610,600,4.0
600,600,4.0
1200,50,5.0
1190,50,5.0
1180,50,5.0
1170,50,5.0
1160,50,5.0
1150,50,5.0
1140,50,5.0
1130,50,5.0
1120,50,5.0
1110,50,5.0
1100,50,5.0
1090,50,5.0
1080,50,5.0
1070,50,5.0
1060,50,5.0
1050,50,5.0
1040,50,5.0
1030,50,5.0
1020,50,5.0
1010,50,5.0
1000,50,5.0
990,50,5.0
980,50,5.0
970,50,5.0
960,50,5.0
950,50,5.0
940,50,5.0
930,50,5.0
920,50,5.0
910,50,5.0
900,50,5.0
890,50,5.0
880,50,5.0
870,50,5.0
860,50,5.0
850,50,5.0
840,50,5.0
830,50,5.0
820,50,5.0
810,50,5.0
800,50,5.0
790,50,5.0
780,50,5.0
770,50,5.0
760,50,5.0
750,50,5.0
740,50,5.0
730,50,5.0
720,50,5.0
710,50,5.0
700,50,5.0
690,50,5.0
680,50,5.0
670,50,5.0
660,50,5.0
650,50,5.0
640,50,5.0
630,50,5.0
620,50,5.0
610,50,5.0
600,50,5.0
1200,100,5.0
1190,100,5.0
1180,100,5.0
1170,100,5.0
1160,100,5.0
1150,100,5.0
1140,100,5.0
1130,100,5.0
1120,100,5.0
1110,100,5.0
1100,100,5.0
1090,100,5.0
1080,100,5.0
1070,100,5.0
1060,100,5.0
1050,100,5.0
1040,100,5.0
1030,100,5.0
1020,100,5.0
1010,100,5.0
1000,100,5.0
990,100,5.0
980,100,5.0
970,100,5.0
960,100,5.0
950,100,5.0
940,100,5.0
930,100,5.0
920,100,5.0
910,100,5.0
900,100,5.0
890,100,5.0
880,100,5.0
870,100,5.0
860,100,5.0
850,100,5.0
840,100,5.0
830,100,5.0
820,100,5.0
810,100,5.0
800,100,5.0
790,100,5.0
780,100,5.0
770,100,5.0
760,100,5.0
750,100,5.0
740,100,5.0
730,100,5.0
720,100,5.0
710,100,5.0
700,100,5.0
690,100,5.0
680,100,5.0
670,100,5.0
660,100,5.0
650,100,5.0
640,100,5.0
630,100,5.0
620,100,5.0
610,100,5.0
600,100,5.0
1200,150,5.0
1190,150,5.0
1180,150,5.0
1170,150,5.0
1160,150,5.0
1150,150,5.0
1140,150,5.0
1130,150,5.0
1120,150,5.0
1110,150,5.0
1100,150,5.0
1090,150,5.0
1080,150,5.0
1070,150,5.0
1060,150,5.0
1050,150,5.0
1040,150,5.0
1030,150,5.0
1020,150,5.0
1010,150,5.0
1000,150,5.0
990,150,5.0
980,150,5.0
970,150,5.0
960,150,5.0
950,150,5.0
940,150,5.0
930,150,5.0
920,150,5.0
910,150,5.0
900,150,5.0
890,150,5.0
880,150,5.0
870,150,5.0
860,150,5.0
850,150,5.0
840,150,5.0
830,150,5.0
820,150,5.0
810,150,5.0
800,150,5.0
790,150,5.0
780,150,5.0
770,150,5.0
760,150,5.0
750,150,5.0
740,150,5.0
730,150,5.0
720,150,5.0
710,150,5.0
700,150,5.0
690,150,5.0
680,150,5.0
670,150,5.0
660,150,5.0
650,150,5.0
640,150,5.0
630,150,5.0
620,150,5.0
610,150,5.0
600,150,5.0
1200,200,5.0
1190,200,5.0
1180,200,5.0
1170,200,5.0
1160,200,5.0
1150,200,5.0
1140,200,5.0
1130,200,5.0
1120,200,5.0
1110,200,5.0
1100,200,5.0
1090,200,5.0
1080,200,5.0
1070,200,5.0
1060,200,5.0
1050,200,5.0
1040,200,5.0
1030,200,5.0
1020,200,5.0
1010,200,5.0
1000,200,5.0
990,200,5.0
980,200,5.0
970,200,5.0
960,200,5.0
950,200,5.0
940,200,5.0
930,200,5.0
920,200,5.0
910,200,5.0
900,200,5.0
890,200,5.0
880,200,5.0
870,200,5.0
860,200,5.0
850,200,5.0
840,200,5.0
830,200,5.0
820,200,5.0
810,200,5.0
800,200,5.0
790,200,5.0
780,200,5.0
770,200,5.0
760,200,5.0
750,200,5.0
740,200,5.0
730,200,5.0
720,200,5.0
710,200,5.0
700,200,5.0
690,200,5.0
680,200,5.0
670,200,5.0
660,200,5.0
650,200,5.0
640,200,5.0
630,200,5.0
620,200,5.0
610,200,5.0
600,200,5.0
1200,250,5.0
1190,250,5.0
1180,250,5.0
1170,250,5.0
1160,250,5.0
1150,250,5.0
1140,250,5.0
1130,250,5.0
1120,250,5.0
1110,250,5.0
1100,250,5.0
1090,250,5.0
1080,250,5.0
1070,250,5.0
1060,250,5.0
1050,250,5.0
1040,250,5.0
1030,250,5.0
1020,250,5.0
1010,250,5.0
1000,250,5.0
990,250,5.0
980,250,5.0
970,250,5.0
960,250,5.0
950,250,5.0
940,250,5.0
930,250,5.0
920,250,5.0
910,250,5.0
900,250,5.0
890,250,5.0
880,250,5.0
870,250,5.0
860,250,5.0
850,250,5.0
840,250,5.0
830,250,5.0
820,250,5.0
810,250,5.0
800,250,5.0
790,250,5.0
780,250,5.0
770,250,5.0
760,250,5.0
750,250,5.0
740,250,5.0
730,250,5.0
720,250,5.0
710,250,5.0
700,250,5.0
690,250,5.0
680,250,5.0
670,250,5.0
660,250,5.0
650,250,5.0
640,250,5.0
630,250,5.0
620,250,5.0
610,250,5.0
600,250,5.0
1200,300,5.0
1190,300,5.0
1180,300,5.0
1170,300,5.0
1160,300,5.0
1150,300,5.0
1140,300,5.0
1130,300,5.0
1120,300,5.0
1110,300,5.0
1100,300,5.0
1090,300,5.0
1080,300,5.0
1070,300,5.0
1060,300,5.0
1050,300,5.0
1040,300,5.0
1030,300,5.0
1020,300,5.0
1010,300,5.0
1000,300,5.0
990,300,5.0
980,300,5.0
970,300,5.0
960,300,5.0
950,300,5.0
940,300,5.0
930,300,5.0
920,300,5.0
910,300,5.0
900,300,5.0
890,300,5.0
880,300,5.0
870,300,5.0
860,300,5.0
850,300,5.0
840,300,5.0
830,300,5.0
820,300,5.0
810,300,5.0
800,300,5.0
790,300,5.0
780,300,5.0
770,300,5.0
760,300,5.0
750,300,5.0
740,300,5.0
730,300,5.0
720,300,5.0
710,300,5.0
700,300,5.0
690,300,5.0
680,300,5.0
670,300,5.0
660,300,5.0
650,300,5.0
640,300,5.0
630,300,5.0
620,300,5.0
610,300,5.0
600,300,5.0
1200,350,5.0
1190,350,5.0
1180,350,5.0
1170,350,5.0
1160,350,5.0
1150,350,5.0
1140,350,5.0
1130,350,5.0
1120,350,5.0
1110,350,5.0
1100,350,5.0
1090,350,5.0
1080,350,5.0
1070,350,5.0
1060,350,5.0
1050,350,5.0
1040,350,5.0
1030,350,5.0
1020,350,5.0
1010,350,5.0
1000,350,5.0
990,350,5.0
980,350,5.0
970,350,5.0
960,350,5.0
950,350,5.0
940,350,5.0
930,350,5.0
920,350,5.0
910,350,5.0
900,350,5.0
890,350,5.0
880,350,5.0
870,350,5.0
860,350,5.0
850,350,5.0
840,350,5.0
830,350,5.0
820,350,5.0
810,350,5.0
800,350,5.0
790,350,5.0
780,350,5.0
770,350,5.0
760,350,5.0
750,350,5.0
740,350,5.0
730,350,5.0
720,350,5.0
710,350,5.0
700,350,5.0
690,350,5.0
680,350,5.0
670,350,5.0
660,350,5.0
650,350,5.0
640,350,5.0
630,350,5.0
620,350,5.0
610,350,5.0
600,350,5.0
1200,400,5.0
1190,400,5.0
1180,400,5.0
1170,400,5.0
1160,400,5.0
1150,400,5.0
1140,400,5.0
1130,400,5.0
1120,400,5.0
1110,400,5.0
1100,400,5.0
1090,400,5.0
1080,400,5.0
1070,400,5.0
1060,400,5.0
1050,400,5.0
1040,400,5.0
1030,400,5.0
1020,400,5.0
1010,400,5.0
1000,400,5.0
990,400,5.0
980,400,5.0
970,400,5.0
960,400,5.0
950,400,5.0
940,400,5.0
930,400,5.0
920,400,5.0
910,400,5.0
900,400,5.0
890,400,5.0
880,400,5.0
870,400,5.0
860,400,5.0
850,400,5.0
840,400,5.0
830,400,5.0
820,400,5.0
810,400,5.0
800,400,5.0
790,400,5.0
780,400,5.0
770,400,5.0
760,400,5.0
750,400,5.0
740,400,5.0
730,400,5.0
720,400,5.0
710,400,5.0
700,400,5.0
690,400,5.0
680,400,5.0
670,400,5.0
660,400,5.0
650,400,5.0
640,400,5.0
630,400,5.0
620,400,5.0
610,400,5.0
600,400,5.0
1200,450,5.0
1190,450,5.0
1180,450,5.0
1170,450,5.0
1160,450,5.0
1150,450,5.0
1140,450,5.0
1130,450,5.0
1120,450,5.0
1110,450,5.0
1100,450,5.0
1090,450,5.0
1080,450,5.0
1070,450,5.0
1060,450,5.0
1050,450,5.0
1040,450,5.0
1030,450,5.0
1020,450,5.0
1010,450,5.0
1000,450,5.0
990,450,5.0
980,450,5.0
970,450,5.0
960,450,5.0
950,450,5.0
940,450,5.0
930,450,5.0
920,450,5.0
910,450,5.0
900,450,5.0
890,450,5.0
880,450,5.0
870,450,5.0
860,450,5.0
850,450,5.0
840,450,5.0
830,450,5.0
820,450,5.0
810,450,5.0
800,450,5.0
790,450,5.0
780,450,5.0
770,450,5.0
760,450,5.0
750,450,5.0
740,450,5.0
730,450,5.0
720,450,5.0
710,450,5.0
700,450,5.0
690,450,5.0
680,450,5.0
670,450,5.0
660,450,5.0
650,450,5.0
640,450,5.0
630,450,5.0
620,450,5.0
610,450,5.0
600,450,5.0
1200,500,5.0
1190,500,5.0
1180,500,5.0
1170,500,5.0
1160,500,5.0
1150,500,5.0
1140,500,5.0
1130,500,5.0
1120,500,5.0
1110,500,5.0
1100,500,5.0
1090,500,5.0
1080,500,5.0
1070,500,5.0
1060,500,5.0
1050,500,5.0
1040,500,5.0
1030,500,5.0
1020,500,5.0
1010,500,5.0
1000,500,5.0
990,500,5.0
980,500,5.0
970,500,5.0
960,500,5.0
950,500,5.0
940,500,5.0
930,500,5.0
920,500,5.0
910,500,5.0
900,500,5.0
890,500,5.0
880,500,5.0
870,500,5.0
860,500,5.0
850,500,5.0
840,500,5.0
830,500,5.0
820,500,5.0
810,500,5.0
800,500,5.0
790,500,5.0
780,500,5.0
770,500,5.0
760,500,5.0
750,500,5.0
740,500,5.0
730,500,5.0
720,500,5.0
710,500,5.0
700,500,5.0
690,500,5.0
680,500,5.0
670,500,5.0
660,500,5.0
650,500,5.0
640,500,5.0
630,500,5.0
620,500,5.0
610,500,5.0
600,500,5.0
1200,550,5.0
1190,550,5.0
1180,550,5.0
1170,550,5.0
1160,550,5.0
1150,550,5.0
1140,550,5.0
1130,550,5.0
1120,550,5.0
1110,550,5.0
1100,550,5.0
1090,550,5.0
1080,550,5.0
1070,550,5.0
1060,550,5.0
1050,550,5.0
1040,550,5.0
1030,550,5.0
1020,550,5.0
1010,550,5.0
1000,550,5.0
990,550,5.0
980,550,5.0
970,550,5.0
960,550,5.0
950,550,5.0
940,550,5.0
930,550,5.0
920,550,5.0
910,550,5.0
900,550,5.0
890,550,5.0
880,550,5.0
870,550,5.0
860,550,5.0
850,550,5.0
840,550,5.0
830,550,5.0
820,550,5.0
810,550,5.0
800,550,5.0
790,550,5.0
780,550,5.0
770,550,5.0
760,550,5.0
750,550,5.0
740,550,5.0
730,550,5.0
720,550,5.0
710,550,5.0
700,550,5.0
690,550,5.0
680,550,5.0
670,550,5.0
660,550,5.0
650,550,5.0
640,550,5.0
630,550,5.0
620,550,5.0
610,550,5.0
600,550,5.0
1200,600,5.0
1190,600,5.0
1180,600,5.0
1170,600,5.0
1160,600,5.0
1150,600,5.0
1140,600,5.0
1130,600,5.0
1120,600,5.0
1110,600,5.0
1100,600,5.0
1090,600,5.0
1080,600,5.0
1070,600,5.0
1060,600,5.0
1050,600,5.0
1040,600,5.0
1030,600,5.0
1020,600,5.0
1010,600,5.0
1000,600,5.0
990,600,5.0
980,600,5.0
970,600,5.0
960,600,5.0
950,600,5.0
940,600,5.0
930,600,5.0
920,600,5.0
910,600,5.0
900,600,5.0
890,600,5.0
880,600,5.0
870,600,5.0
860,600,5.0
850,600,5.0
840,600,5.0
830,600,5.0
820,600,5.0
810,600,5.0
800,600,5.0
790,600,5.0
780,600,5.0
770,600,5.0
760,600,5.0
750,600,5.0
740,600,5.0
730,600,5.0
720,600,5.0
710,600,5.0
700,600,5.0
690,600,5.0
680,600,5.0
670,600,5.0
660,600,5.0
650,600,5.0
640,600,5.0
630,600,5.0
620,600,5.0
610,600,5.0
600,600,5.0
